accession,name,monoisotopic_mass,formula
HMDB0218413,CL(a-13:0/16:0/18:0/23:0),1437.066127495,C79H154O17P2
HMDB0218414,CL(a-13:0/16:0/18:0/24:0),1451.081777559,C80H156O17P2
HMDB0218415,CL(a-13:0/16:0/18:0/i-24:0),1451.081777559,C80H156O17P2
HMDB0218416,CL(a-13:0/16:0/18:0/25:0),1465.097427624,C81H158O17P2
HMDB0218417,CL(a-13:0/16:0/18:0/a-25:0),1465.097427624,C81H158O17P2
HMDB0218418,CL(a-13:0/16:0/i-18:0/i-18:0),1366.987877173,C74H144O17P2
HMDB0218419,"CL(a-13:0/16:0/i-18:0/18:2(9Z,11Z))",1362.956577044,C74H140O17P2
HMDB0218420,CL(a-13:0/16:0/i-18:0/19:0),1381.003527237,C75H146O17P2
HMDB0218421,CL(a-13:0/16:0/i-18:0/i-19:0),1381.003527237,C75H146O17P2
HMDB0218422,CL(a-13:0/16:0/i-18:0/20:0),1395.019177302,C76H148O17P2
HMDB0218423,CL(a-13:0/16:0/i-18:0/i-20:0),1395.019177302,C76H148O17P2
HMDB0218424,CL(a-13:0/16:0/i-18:0/21:0),1409.034827366,C77H150O17P2
HMDB0218425,CL(a-13:0/16:0/i-18:0/a-21:0),1409.034827366,C77H150O17P2
HMDB0218426,CL(a-13:0/16:0/i-18:0/i-21:0),1409.034827366,C77H150O17P2
HMDB0218427,CL(a-13:0/16:0/i-18:0/22:0),1423.05047743,C78H152O17P2
HMDB0218428,CL(a-13:0/16:0/i-18:0/i-22:0),1423.05047743,C78H152O17P2
HMDB0218429,CL(a-13:0/16:0/i-18:0/23:0),1437.066127495,C79H154O17P2
HMDB0218430,CL(a-13:0/16:0/i-18:0/24:0),1451.081777559,C80H156O17P2
HMDB0218431,CL(a-13:0/16:0/i-18:0/i-24:0),1451.081777559,C80H156O17P2
HMDB0218432,CL(a-13:0/16:0/i-18:0/25:0),1465.097427624,C81H158O17P2
HMDB0218433,CL(a-13:0/16:0/i-18:0/a-25:0),1465.097427624,C81H158O17P2
HMDB0218434,"CL(a-13:0/16:0/18:2(9Z,11Z)/18:2(9Z,11Z))",1358.925276915,C74H136O17P2
HMDB0218435,"CL(a-13:0/16:0/18:2(9Z,11Z)/19:0)",1376.972227108,C75H142O17P2
HMDB0218436,"CL(a-13:0/16:0/18:2(9Z,11Z)/i-19:0)",1376.972227108,C75H142O17P2
HMDB0218437,"CL(a-13:0/16:0/18:2(9Z,11Z)/20:0)",1390.987877173,C76H144O17P2
HMDB0218438,"CL(a-13:0/16:0/18:2(9Z,11Z)/i-20:0)",1390.987877173,C76H144O17P2
HMDB0218439,"CL(a-13:0/16:0/18:2(9Z,11Z)/21:0)",1405.003527237,C77H146O17P2
HMDB0218440,"CL(a-13:0/16:0/18:2(9Z,11Z)/a-21:0)",1405.003527237,C77H146O17P2
HMDB0218441,"CL(a-13:0/16:0/18:2(9Z,11Z)/i-21:0)",1405.003527237,C77H146O17P2
HMDB0218442,"CL(a-13:0/16:0/18:2(9Z,11Z)/22:0)",1419.019177302,C78H148O17P2
HMDB0218443,"CL(a-13:0/16:0/18:2(9Z,11Z)/i-22:0)",1419.019177302,C78H148O17P2
HMDB0218444,"CL(a-13:0/16:0/18:2(9Z,11Z)/23:0)",1433.034827366,C79H150O17P2
HMDB0218445,"CL(a-13:0/16:0/18:2(9Z,11Z)/24:0)",1447.05047743,C80H152O17P2
HMDB0218446,"CL(a-13:0/16:0/18:2(9Z,11Z)/i-24:0)",1447.05047743,C80H152O17P2
HMDB0218447,"CL(a-13:0/16:0/18:2(9Z,11Z)/25:0)",1461.066127495,C81H154O17P2
HMDB0218448,"CL(a-13:0/16:0/18:2(9Z,11Z)/a-25:0)",1461.066127495,C81H154O17P2
HMDB0218449,CL(a-13:0/16:0/19:0/19:0),1395.019177302,C76H148O17P2
HMDB0218450,CL(a-13:0/16:0/19:0/i-19:0),1395.019177302,C76H148O17P2
HMDB0218451,CL(a-13:0/16:0/19:0/20:0),1409.034827366,C77H150O17P2
HMDB0218452,CL(a-13:0/16:0/19:0/i-20:0),1409.034827366,C77H150O17P2
HMDB0218453,CL(a-13:0/16:0/19:0/21:0),1423.05047743,C78H152O17P2
HMDB0218454,CL(a-13:0/16:0/19:0/a-21:0),1423.05047743,C78H152O17P2
HMDB0218455,CL(a-13:0/16:0/19:0/i-21:0),1423.05047743,C78H152O17P2
HMDB0218456,CL(a-13:0/16:0/19:0/22:0),1437.066127495,C79H154O17P2
HMDB0218457,CL(a-13:0/16:0/19:0/i-22:0),1437.066127495,C79H154O17P2
HMDB0218458,CL(a-13:0/16:0/19:0/23:0),1451.081777559,C80H156O17P2
HMDB0218459,CL(a-13:0/16:0/19:0/24:0),1465.097427624,C81H158O17P2
HMDB0218460,CL(a-13:0/16:0/19:0/i-24:0),1465.097427624,C81H158O17P2
HMDB0218461,CL(a-13:0/16:0/19:0/25:0),1479.113077688,C82H160O17P2
HMDB0218462,CL(a-13:0/16:0/19:0/a-25:0),1479.113077688,C82H160O17P2
HMDB0218463,CL(a-13:0/16:0/i-19:0/i-19:0),1395.019177302,C76H148O17P2
HMDB0218464,CL(a-13:0/16:0/i-19:0/20:0),1409.034827366,C77H150O17P2
HMDB0218465,CL(a-13:0/16:0/i-19:0/i-20:0),1409.034827366,C77H150O17P2
HMDB0218466,CL(a-13:0/16:0/i-19:0/21:0),1423.05047743,C78H152O17P2
HMDB0218467,CL(a-13:0/16:0/i-19:0/a-21:0),1423.05047743,C78H152O17P2
HMDB0218468,CL(a-13:0/16:0/i-19:0/i-21:0),1423.05047743,C78H152O17P2
HMDB0218469,CL(a-13:0/16:0/i-19:0/22:0),1437.066127495,C79H154O17P2
HMDB0218470,CL(a-13:0/16:0/i-19:0/i-22:0),1437.066127495,C79H154O17P2
HMDB0218471,CL(a-13:0/16:0/i-19:0/23:0),1451.081777559,C80H156O17P2
HMDB0218472,CL(a-13:0/16:0/i-19:0/24:0),1465.097427624,C81H158O17P2
HMDB0218473,CL(a-13:0/16:0/i-19:0/i-24:0),1465.097427624,C81H158O17P2
HMDB0218474,CL(a-13:0/16:0/i-19:0/25:0),1479.113077688,C82H160O17P2
HMDB0218475,CL(a-13:0/16:0/i-19:0/a-25:0),1479.113077688,C82H160O17P2
HMDB0218476,CL(a-13:0/16:0/20:0/20:0),1423.05047743,C78H152O17P2
HMDB0218477,CL(a-13:0/16:0/20:0/i-20:0),1423.05047743,C78H152O17P2
HMDB0218478,CL(a-13:0/16:0/20:0/21:0),1437.066127495,C79H154O17P2
HMDB0218479,CL(a-13:0/16:0/20:0/a-21:0),1437.066127495,C79H154O17P2
HMDB0218480,CL(a-13:0/16:0/20:0/i-21:0),1437.066127495,C79H154O17P2
HMDB0218481,CL(a-13:0/16:0/20:0/22:0),1451.081777559,C80H156O17P2
HMDB0218482,CL(a-13:0/16:0/20:0/i-22:0),1451.081777559,C80H156O17P2
HMDB0218483,CL(a-13:0/16:0/20:0/23:0),1465.097427624,C81H158O17P2
HMDB0218484,CL(a-13:0/16:0/20:0/24:0),1479.113077688,C82H160O17P2
HMDB0218485,CL(a-13:0/16:0/20:0/i-24:0),1479.113077688,C82H160O17P2
HMDB0218486,CL(a-13:0/16:0/20:0/25:0),1493.128727752,C83H162O17P2
HMDB0218487,CL(a-13:0/16:0/20:0/a-25:0),1493.128727752,C83H162O17P2
HMDB0218488,CL(a-13:0/16:0/i-20:0/i-20:0),1423.05047743,C78H152O17P2
HMDB0218489,CL(a-13:0/16:0/i-20:0/21:0),1437.066127495,C79H154O17P2
HMDB0218490,CL(a-13:0/16:0/i-20:0/a-21:0),1437.066127495,C79H154O17P2
HMDB0218491,CL(a-13:0/16:0/i-20:0/i-21:0),1437.066127495,C79H154O17P2
HMDB0218492,CL(a-13:0/16:0/i-20:0/22:0),1451.081777559,C80H156O17P2
HMDB0218493,CL(a-13:0/16:0/i-20:0/i-22:0),1451.081777559,C80H156O17P2
HMDB0218494,CL(a-13:0/16:0/i-20:0/23:0),1465.097427624,C81H158O17P2
HMDB0218495,CL(a-13:0/16:0/i-20:0/24:0),1479.113077688,C82H160O17P2
HMDB0218496,CL(a-13:0/16:0/i-20:0/i-24:0),1479.113077688,C82H160O17P2
HMDB0218497,CL(a-13:0/16:0/i-20:0/25:0),1493.128727752,C83H162O17P2
HMDB0218498,CL(a-13:0/16:0/i-20:0/a-25:0),1493.128727752,C83H162O17P2
HMDB0218499,CL(a-13:0/16:0/21:0/21:0),1451.081777559,C80H156O17P2
HMDB0218500,CL(a-13:0/16:0/21:0/a-21:0),1451.081777559,C80H156O17P2
HMDB0218501,CL(a-13:0/16:0/21:0/i-21:0),1451.081777559,C80H156O17P2
HMDB0218502,CL(a-13:0/16:0/21:0/22:0),1465.097427624,C81H158O17P2
HMDB0218503,CL(a-13:0/16:0/21:0/i-22:0),1465.097427624,C81H158O17P2
HMDB0218504,CL(a-13:0/16:0/21:0/23:0),1479.113077688,C82H160O17P2
HMDB0218505,CL(a-13:0/16:0/21:0/24:0),1493.128727752,C83H162O17P2
HMDB0218506,CL(a-13:0/16:0/21:0/i-24:0),1493.128727752,C83H162O17P2
HMDB0218507,CL(a-13:0/16:0/21:0/25:0),1507.144377817,C84H164O17P2
HMDB0218508,CL(a-13:0/16:0/21:0/a-25:0),1507.144377817,C84H164O17P2
HMDB0218509,CL(a-13:0/16:0/a-21:0/a-21:0),1451.081777559,C80H156O17P2
HMDB0218510,CL(a-13:0/16:0/a-21:0/i-21:0),1451.081777559,C80H156O17P2
HMDB0218511,CL(a-13:0/16:0/a-21:0/22:0),1465.097427624,C81H158O17P2
HMDB0218512,CL(a-13:0/16:0/a-21:0/i-22:0),1465.097427624,C81H158O17P2
HMDB0218513,CL(a-13:0/16:0/a-21:0/23:0),1479.113077688,C82H160O17P2
HMDB0218514,CL(a-13:0/16:0/a-21:0/24:0),1493.128727752,C83H162O17P2
HMDB0218515,CL(a-13:0/16:0/a-21:0/i-24:0),1493.128727752,C83H162O17P2
HMDB0218516,CL(a-13:0/16:0/a-21:0/25:0),1507.144377817,C84H164O17P2
HMDB0218517,CL(a-13:0/16:0/a-21:0/a-25:0),1507.144377817,C84H164O17P2
HMDB0218518,CL(a-13:0/16:0/i-21:0/i-21:0),1451.081777559,C80H156O17P2
HMDB0218519,CL(a-13:0/16:0/i-21:0/22:0),1465.097427624,C81H158O17P2
HMDB0218520,CL(a-13:0/16:0/i-21:0/i-22:0),1465.097427624,C81H158O17P2
HMDB0218521,CL(a-13:0/16:0/i-21:0/23:0),1479.113077688,C82H160O17P2
HMDB0218522,CL(a-13:0/16:0/i-21:0/24:0),1493.128727752,C83H162O17P2
HMDB0218523,CL(a-13:0/16:0/i-21:0/i-24:0),1493.128727752,C83H162O17P2
HMDB0218524,CL(a-13:0/16:0/i-21:0/25:0),1507.144377817,C84H164O17P2
HMDB0218525,CL(a-13:0/16:0/i-21:0/a-25:0),1507.144377817,C84H164O17P2
HMDB0218526,CL(a-13:0/16:0/22:0/22:0),1479.113077688,C82H160O17P2
HMDB0218527,CL(a-13:0/16:0/22:0/i-22:0),1479.113077688,C82H160O17P2
HMDB0218528,CL(a-13:0/16:0/22:0/23:0),1493.128727752,C83H162O17P2
HMDB0218529,CL(a-13:0/16:0/22:0/24:0),1507.144377817,C84H164O17P2
HMDB0218530,CL(a-13:0/16:0/22:0/i-24:0),1507.144377817,C84H164O17P2
HMDB0218531,CL(a-13:0/16:0/22:0/25:0),1521.160027881,C85H166O17P2
HMDB0218532,CL(a-13:0/16:0/22:0/a-25:0),1521.160027881,C85H166O17P2
HMDB0218533,CL(a-13:0/16:0/i-22:0/i-22:0),1479.113077688,C82H160O17P2
HMDB0218534,CL(a-13:0/16:0/i-22:0/23:0),1493.128727752,C83H162O17P2
HMDB0218535,CL(a-13:0/16:0/i-22:0/24:0),1507.144377817,C84H164O17P2
HMDB0218536,CL(a-13:0/16:0/i-22:0/i-24:0),1507.144377817,C84H164O17P2
HMDB0218537,CL(a-13:0/16:0/i-22:0/25:0),1521.160027881,C85H166O17P2
HMDB0218538,CL(a-13:0/16:0/i-22:0/a-25:0),1521.160027881,C85H166O17P2
HMDB0218539,CL(a-13:0/16:0/23:0/23:0),1507.144377817,C84H164O17P2
HMDB0218540,CL(a-13:0/16:0/23:0/24:0),1521.160027881,C85H166O17P2
HMDB0218541,CL(a-13:0/16:0/23:0/i-24:0),1521.160027881,C85H166O17P2
HMDB0218542,CL(a-13:0/16:0/23:0/25:0),1535.175677946,C86H168O17P2
HMDB0218543,CL(a-13:0/16:0/23:0/a-25:0),1535.175677946,C86H168O17P2
HMDB0218544,CL(a-13:0/16:0/24:0/24:0),1535.175677946,C86H168O17P2
HMDB0218545,CL(a-13:0/16:0/24:0/i-24:0),1535.175677946,C86H168O17P2
HMDB0218546,CL(a-13:0/16:0/24:0/25:0),1549.19132801,C87H170O17P2
HMDB0218547,CL(a-13:0/16:0/24:0/a-25:0),1549.19132801,C87H170O17P2
HMDB0218548,CL(a-13:0/16:0/i-24:0/i-24:0),1535.175677946,C86H168O17P2
HMDB0218549,CL(a-13:0/16:0/i-24:0/25:0),1549.19132801,C87H170O17P2
HMDB0218550,CL(a-13:0/16:0/i-24:0/a-25:0),1549.19132801,C87H170O17P2
HMDB0218551,CL(a-13:0/16:0/25:0/25:0),1563.206978074,C88H172O17P2
HMDB0218552,CL(a-13:0/16:0/25:0/a-25:0),1563.206978074,C88H172O17P2
HMDB0218553,CL(a-13:0/16:0/a-25:0/a-25:0),1563.206978074,C88H172O17P2
HMDB0218554,CL(a-13:0/i-16:0/i-16:0/17:0),1324.94092698,C71H138O17P2
HMDB0218555,CL(a-13:0/i-16:0/i-16:0/18:0),1338.956577044,C72H140O17P2
HMDB0218556,CL(a-13:0/i-16:0/i-16:0/19:0),1352.972227108,C73H142O17P2
HMDB0218557,CL(a-13:0/i-16:0/i-16:0/20:0),1366.987877173,C74H144O17P2
HMDB0218558,CL(a-13:0/i-16:0/i-16:0/21:0),1381.003527237,C75H146O17P2
HMDB0218559,CL(a-13:0/i-16:0/i-16:0/22:0),1395.019177302,C76H148O17P2
HMDB0218560,CL(a-13:0/i-16:0/i-16:0/23:0),1409.034827366,C77H150O17P2
HMDB0218561,CL(a-13:0/i-16:0/i-16:0/24:0),1423.05047743,C78H152O17P2
HMDB0218562,CL(a-13:0/i-16:0/i-16:0/25:0),1437.066127495,C79H154O17P2
HMDB0218563,CL(a-13:0/i-16:0/17:0/17:0),1338.956577044,C72H140O17P2
HMDB0218564,CL(a-13:0/i-16:0/17:0/a-17:0),1338.956577044,C72H140O17P2
HMDB0218565,CL(a-13:0/i-16:0/17:0/i-17:0),1338.956577044,C72H140O17P2
HMDB0218566,CL(a-13:0/i-16:0/17:0/18:0),1352.972227108,C73H142O17P2
HMDB0218567,CL(a-13:0/i-16:0/17:0/i-18:0),1352.972227108,C73H142O17P2
HMDB0218568,"CL(a-13:0/i-16:0/17:0/18:2(9Z,11Z))",1348.94092698,C73H138O17P2
HMDB0218569,CL(a-13:0/i-16:0/17:0/19:0),1366.987877173,C74H144O17P2
HMDB0218570,CL(a-13:0/i-16:0/17:0/i-19:0),1366.987877173,C74H144O17P2
HMDB0218571,CL(a-13:0/i-16:0/17:0/20:0),1381.003527237,C75H146O17P2
HMDB0218572,CL(a-13:0/i-16:0/17:0/i-20:0),1381.003527237,C75H146O17P2
HMDB0218573,CL(a-13:0/i-16:0/17:0/21:0),1395.019177302,C76H148O17P2
HMDB0218574,CL(a-13:0/i-16:0/17:0/a-21:0),1395.019177302,C76H148O17P2
HMDB0218575,CL(a-13:0/i-16:0/17:0/i-21:0),1395.019177302,C76H148O17P2
HMDB0218576,CL(a-13:0/i-16:0/17:0/22:0),1409.034827366,C77H150O17P2
HMDB0218577,CL(a-13:0/i-16:0/17:0/i-22:0),1409.034827366,C77H150O17P2
HMDB0218578,CL(a-13:0/i-16:0/17:0/23:0),1423.05047743,C78H152O17P2
HMDB0218579,CL(a-13:0/i-16:0/17:0/24:0),1437.066127495,C79H154O17P2
HMDB0218580,CL(a-13:0/i-16:0/17:0/i-24:0),1437.066127495,C79H154O17P2
HMDB0218581,CL(a-13:0/i-16:0/17:0/25:0),1451.081777559,C80H156O17P2
HMDB0218582,CL(a-13:0/i-16:0/17:0/a-25:0),1451.081777559,C80H156O17P2
HMDB0218583,CL(a-13:0/i-16:0/a-17:0/18:0),1352.972227108,C73H142O17P2
HMDB0218584,CL(a-13:0/i-16:0/a-17:0/19:0),1366.987877173,C74H144O17P2
HMDB0218585,CL(a-13:0/i-16:0/a-17:0/20:0),1381.003527237,C75H146O17P2
HMDB0218586,CL(a-13:0/i-16:0/a-17:0/21:0),1395.019177302,C76H148O17P2
HMDB0218587,CL(a-13:0/i-16:0/a-17:0/22:0),1409.034827366,C77H150O17P2
HMDB0218588,CL(a-13:0/i-16:0/a-17:0/23:0),1423.05047743,C78H152O17P2
HMDB0218589,CL(a-13:0/i-16:0/a-17:0/24:0),1437.066127495,C79H154O17P2
HMDB0218590,CL(a-13:0/i-16:0/a-17:0/25:0),1451.081777559,C80H156O17P2
HMDB0218591,CL(a-13:0/i-16:0/i-17:0/18:0),1352.972227108,C73H142O17P2
HMDB0218592,CL(a-13:0/i-16:0/i-17:0/19:0),1366.987877173,C74H144O17P2
HMDB0218593,CL(a-13:0/i-16:0/i-17:0/20:0),1381.003527237,C75H146O17P2
HMDB0218594,CL(a-13:0/i-16:0/i-17:0/21:0),1395.019177302,C76H148O17P2
HMDB0218595,CL(a-13:0/i-16:0/i-17:0/22:0),1409.034827366,C77H150O17P2
HMDB0218596,CL(a-13:0/i-16:0/i-17:0/23:0),1423.05047743,C78H152O17P2
HMDB0218597,CL(a-13:0/i-16:0/i-17:0/24:0),1437.066127495,C79H154O17P2
HMDB0218598,CL(a-13:0/i-16:0/i-17:0/25:0),1451.081777559,C80H156O17P2
HMDB0218599,CL(a-13:0/i-16:0/18:0/18:0),1366.987877173,C74H144O17P2
HMDB0218600,CL(a-13:0/i-16:0/18:0/i-18:0),1366.987877173,C74H144O17P2
HMDB0218601,"CL(a-13:0/i-16:0/18:0/18:2(9Z,11Z))",1362.956577044,C74H140O17P2
HMDB0218602,CL(a-13:0/i-16:0/18:0/19:0),1381.003527237,C75H146O17P2
HMDB0218603,CL(a-13:0/i-16:0/18:0/i-19:0),1381.003527237,C75H146O17P2
HMDB0218604,CL(a-13:0/i-16:0/18:0/20:0),1395.019177302,C76H148O17P2
HMDB0218605,CL(a-13:0/i-16:0/18:0/i-20:0),1395.019177302,C76H148O17P2
HMDB0218606,CL(a-13:0/i-16:0/18:0/21:0),1409.034827366,C77H150O17P2
HMDB0218607,CL(a-13:0/i-16:0/18:0/a-21:0),1409.034827366,C77H150O17P2
HMDB0218608,CL(a-13:0/i-16:0/18:0/i-21:0),1409.034827366,C77H150O17P2
HMDB0218609,CL(a-13:0/i-16:0/18:0/22:0),1423.05047743,C78H152O17P2
HMDB0218610,CL(a-13:0/i-16:0/18:0/i-22:0),1423.05047743,C78H152O17P2
HMDB0218611,CL(a-13:0/i-16:0/18:0/23:0),1437.066127495,C79H154O17P2
HMDB0218612,CL(a-13:0/i-16:0/18:0/24:0),1451.081777559,C80H156O17P2
HMDB0218613,CL(a-13:0/i-16:0/18:0/i-24:0),1451.081777559,C80H156O17P2
HMDB0218614,CL(a-13:0/i-16:0/18:0/25:0),1465.097427624,C81H158O17P2
HMDB0218615,CL(a-13:0/i-16:0/18:0/a-25:0),1465.097427624,C81H158O17P2
HMDB0218616,CL(a-13:0/i-16:0/i-18:0/19:0),1381.003527237,C75H146O17P2
HMDB0218617,CL(a-13:0/i-16:0/i-18:0/20:0),1395.019177302,C76H148O17P2
HMDB0218618,CL(a-13:0/i-16:0/i-18:0/21:0),1409.034827366,C77H150O17P2
HMDB0218619,CL(a-13:0/i-16:0/i-18:0/22:0),1423.05047743,C78H152O17P2
HMDB0218620,CL(a-13:0/i-16:0/i-18:0/23:0),1437.066127495,C79H154O17P2
HMDB0218621,CL(a-13:0/i-16:0/i-18:0/24:0),1451.081777559,C80H156O17P2
HMDB0218622,CL(a-13:0/i-16:0/i-18:0/25:0),1465.097427624,C81H158O17P2
HMDB0218623,"CL(a-13:0/i-16:0/18:2(9Z,11Z)/19:0)",1376.972227108,C75H142O17P2
HMDB0218624,"CL(a-13:0/i-16:0/18:2(9Z,11Z)/20:0)",1390.987877173,C76H144O17P2
HMDB0218625,"CL(a-13:0/i-16:0/18:2(9Z,11Z)/21:0)",1405.003527237,C77H146O17P2
HMDB0218626,"CL(a-13:0/i-16:0/18:2(9Z,11Z)/22:0)",1419.019177302,C78H148O17P2
HMDB0218627,"CL(a-13:0/i-16:0/18:2(9Z,11Z)/23:0)",1433.034827366,C79H150O17P2
HMDB0218628,"CL(a-13:0/i-16:0/18:2(9Z,11Z)/24:0)",1447.05047743,C80H152O17P2
HMDB0218629,"CL(a-13:0/i-16:0/18:2(9Z,11Z)/25:0)",1461.066127495,C81H154O17P2
HMDB0218630,CL(a-13:0/i-16:0/19:0/19:0),1395.019177302,C76H148O17P2
HMDB0218631,CL(a-13:0/i-16:0/19:0/i-19:0),1395.019177302,C76H148O17P2
HMDB0218632,CL(a-13:0/i-16:0/19:0/20:0),1409.034827366,C77H150O17P2
HMDB0218633,CL(a-13:0/i-16:0/19:0/i-20:0),1409.034827366,C77H150O17P2
HMDB0218634,CL(a-13:0/i-16:0/19:0/21:0),1423.05047743,C78H152O17P2
HMDB0218635,CL(a-13:0/i-16:0/19:0/a-21:0),1423.05047743,C78H152O17P2
HMDB0218636,CL(a-13:0/i-16:0/19:0/i-21:0),1423.05047743,C78H152O17P2
HMDB0218637,CL(a-13:0/i-16:0/19:0/22:0),1437.066127495,C79H154O17P2
HMDB0218638,CL(a-13:0/i-16:0/19:0/i-22:0),1437.066127495,C79H154O17P2
HMDB0218639,CL(a-13:0/i-16:0/19:0/23:0),1451.081777559,C80H156O17P2
HMDB0218640,CL(a-13:0/i-16:0/19:0/24:0),1465.097427624,C81H158O17P2
HMDB0218641,CL(a-13:0/i-16:0/19:0/i-24:0),1465.097427624,C81H158O17P2
HMDB0218642,CL(a-13:0/i-16:0/19:0/25:0),1479.113077688,C82H160O17P2
HMDB0218643,CL(a-13:0/i-16:0/19:0/a-25:0),1479.113077688,C82H160O17P2
HMDB0218644,CL(a-13:0/i-16:0/i-19:0/20:0),1409.034827366,C77H150O17P2
HMDB0218645,CL(a-13:0/i-16:0/i-19:0/21:0),1423.05047743,C78H152O17P2
HMDB0218646,CL(a-13:0/i-16:0/i-19:0/22:0),1437.066127495,C79H154O17P2
HMDB0218647,CL(a-13:0/i-16:0/i-19:0/23:0),1451.081777559,C80H156O17P2
HMDB0218648,CL(a-13:0/i-16:0/i-19:0/24:0),1465.097427624,C81H158O17P2
HMDB0218649,CL(a-13:0/i-16:0/i-19:0/25:0),1479.113077688,C82H160O17P2
HMDB0218650,CL(a-13:0/i-16:0/20:0/20:0),1423.05047743,C78H152O17P2
HMDB0218651,CL(a-13:0/i-16:0/20:0/i-20:0),1423.05047743,C78H152O17P2
HMDB0218652,CL(a-13:0/i-16:0/20:0/21:0),1437.066127495,C79H154O17P2
HMDB0218653,CL(a-13:0/i-16:0/20:0/a-21:0),1437.066127495,C79H154O17P2
HMDB0218654,CL(a-13:0/i-16:0/20:0/i-21:0),1437.066127495,C79H154O17P2
HMDB0218655,CL(a-13:0/i-16:0/20:0/22:0),1451.081777559,C80H156O17P2
HMDB0218656,CL(a-13:0/i-16:0/20:0/i-22:0),1451.081777559,C80H156O17P2
HMDB0218657,CL(a-13:0/i-16:0/20:0/23:0),1465.097427624,C81H158O17P2
HMDB0218658,CL(a-13:0/i-16:0/20:0/24:0),1479.113077688,C82H160O17P2
HMDB0218659,CL(a-13:0/i-16:0/20:0/i-24:0),1479.113077688,C82H160O17P2
HMDB0218660,CL(a-13:0/i-16:0/20:0/25:0),1493.128727752,C83H162O17P2
HMDB0218661,CL(a-13:0/i-16:0/20:0/a-25:0),1493.128727752,C83H162O17P2
HMDB0218662,CL(a-13:0/i-16:0/i-20:0/21:0),1437.066127495,C79H154O17P2
HMDB0218663,CL(a-13:0/i-16:0/i-20:0/22:0),1451.081777559,C80H156O17P2
HMDB0218664,CL(a-13:0/i-16:0/i-20:0/23:0),1465.097427624,C81H158O17P2
HMDB0218665,CL(a-13:0/i-16:0/i-20:0/24:0),1479.113077688,C82H160O17P2
HMDB0218666,CL(a-13:0/i-16:0/i-20:0/25:0),1493.128727752,C83H162O17P2
HMDB0218667,CL(a-13:0/i-16:0/21:0/21:0),1451.081777559,C80H156O17P2
HMDB0218668,CL(a-13:0/i-16:0/21:0/a-21:0),1451.081777559,C80H156O17P2
HMDB0218669,CL(a-13:0/i-16:0/21:0/i-21:0),1451.081777559,C80H156O17P2
HMDB0218670,CL(a-13:0/i-16:0/21:0/22:0),1465.097427624,C81H158O17P2
HMDB0218671,CL(a-13:0/i-16:0/21:0/i-22:0),1465.097427624,C81H158O17P2
HMDB0218672,CL(a-13:0/i-16:0/21:0/23:0),1479.113077688,C82H160O17P2
HMDB0218673,CL(a-13:0/i-16:0/21:0/24:0),1493.128727752,C83H162O17P2
HMDB0218674,CL(a-13:0/i-16:0/21:0/i-24:0),1493.128727752,C83H162O17P2
HMDB0218675,CL(a-13:0/i-16:0/21:0/25:0),1507.144377817,C84H164O17P2
HMDB0218676,CL(a-13:0/i-16:0/21:0/a-25:0),1507.144377817,C84H164O17P2
HMDB0218677,CL(a-13:0/i-16:0/a-21:0/22:0),1465.097427624,C81H158O17P2
HMDB0218678,CL(a-13:0/i-16:0/a-21:0/23:0),1479.113077688,C82H160O17P2
HMDB0218679,CL(a-13:0/i-16:0/a-21:0/24:0),1493.128727752,C83H162O17P2
HMDB0218680,CL(a-13:0/i-16:0/a-21:0/25:0),1507.144377817,C84H164O17P2
HMDB0218681,CL(a-13:0/i-16:0/i-21:0/22:0),1465.097427624,C81H158O17P2
HMDB0218682,CL(a-13:0/i-16:0/i-21:0/23:0),1479.113077688,C82H160O17P2
HMDB0218683,CL(a-13:0/i-16:0/i-21:0/24:0),1493.128727752,C83H162O17P2
HMDB0218684,CL(a-13:0/i-16:0/i-21:0/25:0),1507.144377817,C84H164O17P2
HMDB0218685,CL(a-13:0/i-16:0/22:0/22:0),1479.113077688,C82H160O17P2
HMDB0218686,CL(a-13:0/i-16:0/22:0/i-22:0),1479.113077688,C82H160O17P2
HMDB0218687,CL(a-13:0/i-16:0/22:0/23:0),1493.128727752,C83H162O17P2
HMDB0218688,CL(a-13:0/i-16:0/22:0/24:0),1507.144377817,C84H164O17P2
HMDB0218689,CL(a-13:0/i-16:0/22:0/i-24:0),1507.144377817,C84H164O17P2
HMDB0218690,CL(a-13:0/i-16:0/22:0/25:0),1521.160027881,C85H166O17P2
HMDB0218691,CL(a-13:0/i-16:0/22:0/a-25:0),1521.160027881,C85H166O17P2
HMDB0218692,CL(a-13:0/i-16:0/i-22:0/23:0),1493.128727752,C83H162O17P2
HMDB0218693,CL(a-13:0/i-16:0/i-22:0/24:0),1507.144377817,C84H164O17P2
HMDB0218694,CL(a-13:0/i-16:0/i-22:0/25:0),1521.160027881,C85H166O17P2
HMDB0218695,CL(a-13:0/i-16:0/23:0/23:0),1507.144377817,C84H164O17P2
HMDB0218696,CL(a-13:0/i-16:0/23:0/24:0),1521.160027881,C85H166O17P2
HMDB0218697,CL(a-13:0/i-16:0/23:0/i-24:0),1521.160027881,C85H166O17P2
HMDB0218698,CL(a-13:0/i-16:0/23:0/25:0),1535.175677946,C86H168O17P2
HMDB0218699,CL(a-13:0/i-16:0/23:0/a-25:0),1535.175677946,C86H168O17P2
